date,open,high,low,close
2024-12-14 14:00:00,-0.34191117643566094,-0.36154838842856074,-0.195481663746073,-0.25002265513855526
2024-12-14 15:00:00,-0.2580616239211257,-0.292110430644659,-0.13588356658053985,-0.1877675439213276
2024-12-14 16:00:00,-0.1953934027465066,-0.3184673178586679,-0.11031168135029483,-0.17790698111086736
2024-12-14 17:00:00,-0.18558084008765194,-0.29689352047476436,-0.28024649682764075,-0.3941537482096292
2024-12-14 18:00:00,-0.40315992935571426,-0.4767017750197924,-0.3003773533772615,-0.4243110942927797
2024-12-14 19:00:00,-0.4335189694332927,-0.42166963229443394,-0.2892958865879211,-0.2846203268165748
2024-12-14 20:00:00,-0.2928906867361307,-0.3997632139209543,-0.36961673812929197,-0.4646459382980405
2024-12-14 21:00:00,-0.4743286817520508,-0.47850125457340004,-0.3217078317244126,-0.36691026473462307
2024-12-14 22:00:00,-0.3757309842990281,-0.4530457702411444,-0.2807909162186057,-0.3531268214095381
2024-12-14 23:00:00,-0.36185535654453277,-0.3805842876619974,-0.22939392743673587,-0.2589550508363191
2024-12-15 00:00:00,-0.26705050431299654,-0.3561998429161771,-0.17294839837237147,-0.25065652536186
2024-12-15 01:00:00,-0.25870298916458806,-0.15468806880131106,-0.11911101801821093,-0.03616260347243462
2024-12-15 02:00:00,-0.04277452009163066,-0.1706838121900227,-0.009856808030282981,-0.13272432351004468
2024-12-15 03:00:00,-0.13997879457916743,-0.23408469901311602,-0.022707637840261675,-0.16009393422336554
2024-12-15 04:00:00,-0.16753145475895942,0.06195463412937179,-0.01964369615157975,0.047006991082029395
2024-12-15 05:00:00,0.040954572960931364,-0.0438022095063409,0.09293716953346123,-0.02737897323523919
2024-12-15 06:00:00,-0.033925633128538225,-0.160864840577736,-0.009540285128559412,-0.14793720886930697
2024-12-15 07:00:00,-0.15529342455502904,-0.22820395991741357,-0.07945386366126254,-0.15732883707579423
2024-12-15 08:00:00,-0.1647478644891108,-0.20683971375693963,-0.06691006106595608,-0.06846411260686053
2024-12-15 09:00:00,-0.07529206350126792,-0.12867045499667112,0.03968535654748653,0.00762942047522778
2024-12-15 10:00:00,0.001310387328257378,-0.06607451096835129,0.11293825169337422,0.01423007928013081
2024-12-15 11:00:00,0.007958447364552717,0.010554712610178523,0.13864624177136278,0.14036378565385793
2024-12-15 12:00:00,0.13493899858662112,0.22393440363312098,0.2299599336895919,0.22813540739077287
2024-12-15 13:00:00,0.22329438611106073,0.11158168577411924,0.20732221575832566,0.1768501318747829
2024-12-15 14:00:00,0.17200144493977312,0.13464895140121622,0.2660245531119759,0.23944805045767348
2024-12-15 15:00:00,0.23556497292633152,0.1266627214414967,0.28062258933947004,0.15044426262342092
2024-12-15 16:00:00,0.1450836386811735,0.2777624583762156,0.24659004694615072,0.2823183753561439
2024-12-15 17:00:00,0.27783973275553575,0.23742551097032527,0.3712842440801493,0.2995104881473545
2024-12-15 18:00:00,0.2951468273456073,0.2339729050985242,0.3758421738649669,0.30914466873520285
2024-12-15 19:00:00,0.3048649758315639,0.2597111172719214,0.43511425244172514,0.329111580769239
2024-12-15 20:00:00,0.3242687161921414,0.2538702926949665,0.39504878354155537,0.29333672153365753
2024-12-15 21:00:00,0.2889317702401825,0.18251976422100244,0.26975952335231496,0.20726943452980778
2024-12-15 22:00:00,0.20228886047239603,0.2507835699117011,0.2646761655506352,0.3378790408476758
2024-12-15 23:00:00,0.33453381574866703,0.8251667995512263,0.45770765716675027,0.7267034443040925
2024-12-16 00:00:00,0.7243471460059072,1.3089274405807545,0.7995397301121365,1.0290627748512255
2024-12-16 01:00:00,1.0296174679270043,0.9629350872237361,0.9951477181482858,1.0647470811977642
2024-12-16 02:00:00,1.0654981092883995,0.9971451560016311,0.8355378797251567,0.7585812952790668
2024-12-16 03:00:00,0.7564056411956036,0.7785965348006837,0.778414991651104,0.7607739688066135
2024-12-16 04:00:00,0.7590004031196608,0.7163032758728792,0.8420392601265613,0.7907599112069326
2024-12-16 05:00:00,0.7896784979884065,0.8098063622526062,0.848227282855258,0.9040351073365213
2024-12-16 06:00:00,0.905540966436753,0.9023348691328726,0.9977621973165209,0.947924152236731
2024-12-16 07:00:00,0.9478938621331827,0.9180578633101345,0.9757670208757485,0.8914547238230158
2024-12-16 08:00:00,0.8910500187278751,0.7908170299577051,0.8563207734523273,0.7418645851553336
2024-12-16 09:00:00,0.7404659242819521,0.7639279491603774,0.8526617687084035,0.793069009877535
2024-12-16 10:00:00,0.7920062956994468,0.6926871856129788,0.8044616612339389,0.7890167680928504
2024-12-16 11:00:00,0.7879302079592708,0.7302168118668416,0.5799519670414114,0.49466490016254405
2024-12-16 12:00:00,0.49057765391685393,0.4964274969235167,0.4815798144147458,0.45123185373930325
2024-12-16 13:00:00,0.44787965814018654,0.4924293926288111,0.5220282760259985,0.5347313195324261
2024-12-16 14:00:00,0.5324324334597323,1.1308521413914199,0.6527553996668476,1.0636895528150079
2024-12-16 15:00:00,1.064440019419744,1.3048062665199074,1.1083932819269435,1.3578570809354786
2024-12-16 16:00:00,1.3605717005367892,1.5146601750533417,1.3962930176476467,1.4997081816217128
2024-12-16 17:00:00,1.5031240789643334,1.5370322628122257,1.5656074482376172,1.593103784574563
2024-12-16 18:00:00,1.5973950027698407,1.7424656383941914,1.632969852182429,1.6058491037073956
2024-12-16 19:00:00,1.6102255633002156,1.5150160795121854,1.278600307099772,1.429756074835809
2024-12-16 20:00:00,1.4329515588750947,1.3607630955962868,1.2724945803255263,1.1797589523779353
2024-12-16 21:00:00,1.1821842600037298,1.2270727412559828,1.2440201800864723,1.2532523239317794
2024-12-16 22:00:00,1.2552673411470556,1.232454548867321,1.2590138699411209,1.1800467812038227
2024-12-16 23:00:00,1.1815754513716126,1.157787789127288,1.1813454803161902,1.2609816598179684
2024-12-17 00:00:00,1.2631037174973727,1.2176595672509791,1.2446468954318881,1.1932480988136238
2024-12-17 01:00:00,1.1949627299559547,1.2826869707130992,1.2686076790923613,1.3565958085523782
2024-12-17 02:00:00,1.359298737033267,1.329490070156349,1.4029463290418775,1.3158599446099242
2024-12-17 03:00:00,1.318290429385315,1.4620095986133441,1.4141702311369972,1.511796992308987
2024-12-17 04:00:00,1.5155411705306479,1.4156887996049834,1.4685013872178458,1.3903720361655028
2024-12-17 05:00:00,1.3940398969976486,1.3988049581741044,1.481602270120184,1.490863104781242
2024-12-17 06:00:00,1.4949881817896542,1.4072535313093344,1.453827385493941,1.4048572643806723
2024-12-17 07:00:00,1.406177001706411,1.4996090752750248,1.483324154705561,1.4940421579930105
2024-12-17 08:00:00,1.4982503542462489,1.6299366314107149,1.5784867651087497,1.6810532780578091
2024-12-17 09:00:00,1.6859327073178016,1.6148256598542767,1.6941885466047855,1.6486967903836076
2024-12-17 10:00:00,1.6533565620077488,1.5726692756354048,1.6323336411499663,1.6185103380146943
2024-12-17 11:00:00,1.6236616768015752,1.5644003178345438,1.5628600294506587,1.48671707607576
2024-12-17 12:00:00,1.4902902627728258,1.516749034867879,1.5073640690914651,1.5903031130777245
2024-12-17 13:00:00,1.5947383832842303,1.6626831678344771,1.6461910137874238,1.642354854118829
